relative_path	sha256_before	sha256_after	style_version_before	restores_timeline_class
posts/wuhan-pensioner-protests.html	a795eac40061d60a4144d4246a0f4216d90b7c65b9316d6e1bd4a55d30fa882c	5a97f51a36d900ea4f95e8ae23ac5595bb07b7ae0e7761cddd85efdf96ca4be5		no
posts/xinjiang-camps.html	bb81c66afff81a7cfebeeb66f336a17c5db8a6f7331dd80d179c39c22d4adacc	b8b98956db7fa4a98fd27322c0797f635c60ddea81f1ad7eb92ff6d7d66a6ebd		no
posts/xinjiang-tibet-forced-labour-2026.html	d5e19ea4242292e86fbc5f416fbedff848b49628ec3c9de70028592cf633a2d3	7cab5b7a68628741095e0343b9cbe110babc3a599a0a6cbec3d17b37a72b397c	?v=20260708-speechcases	yes
posts/zhang-zhan.html	b313c4a5c17a48a20dac3591b5dd831f72eabce3da9c92fe083337b2d96bc234	6a3f9c6485ff1ae198930c42b57da3ec51539f4c3fc30a4d057765aeaefcdd1a	?v=20260708-speechcases	yes
posts/zhengzhou-foxconn-worker-protests.html	b18426c200f8341d1e834fd703c237877706438ed05853cccc936a70fbd8468f	cbeb9ccf7cb4b1cab1c8f1a572670485b0a5c8ceac9dba50ee339f67b156649d		no
privacy.html	2a6c4baa1b1d2912032e6a50f24c421ca454be1f61e15cf3a6741bbb34b2bae4	094726f0901d8d353c722fb8dae95248d4dd16faa90e3f272f7d78abf0bbd183	?v=20260713-public-pages	no
protests.html	a5a03582d99c4a63a73f5d035fd0db8f9608be92d286361a779281a19fb6a7c8	1b7e75da0b2f2e4f2d8bc3a833af32e6aa3066682914574626d46c1395031eb6	?v=20260713-public-pages	no
reports.html	927c299587b58ee049115a67527df61da06ca85cb4fbe4ddc334d94d01a5c07d	17b496909cb3d568674f840d1edab72ae172108a64dd45f944e38365bd19ab63	?v=20260713-public-pages	no
script.js	e3a9f1b05a665c4d858d8c33e2ca3678cb142808e53d6e7ef760ed67a352914f	fbd9a2c3d2c03b2a0198fdaf7e1a6282d380d34193a07eefb3be58d6959eb141		no
sources.html	f271ebccc08c7d1df53b00d4190fe59ea93c4cf9ebed7a89b4b317371852ce13	320ce3e33a32eca995d1f52df3eaca51c08e14573bb0e926f1a4a98e68c818c0	?v=20260713-public-pages	no
style.css	1779684900e05281cd5dd56b61e7df42fb99e69d171180918d738085225a7715	52e7a77e74282ec843948fbb9c16e7007bb67714c1fe588891fbf3849987416d		no
terms.html	9aeef4120027b408d032023b472199fd19732ca4dcd1c9aebcae40c23d4dd771	6a0b09b678796d041dece469f5a03790e694b18761b841180b361bb7fa98847d	?v=20260713-public-pages	no
