relative_path	sha256_before	sha256_after
posts/hong-kong-update-2026.html	cf131b270f935a48cc99230a6c874984ca10019d8ab4637c187629d6f1a65479	aba42faa99ddf4158d6f773a994c970386e0f7b977f130442fe12a768d741a97
posts/hu-xinyu-disappearance.html	a9e7bd14d0b4071c9df54475a6dda11af4443acd01bb2147a82d2e1267374bdb	b385e60570dd540c4fb77fad807ef4926081aefb34f6b7f5e395c575d5aaaff1
posts/huang-qi.html	358e1c46bee831d54d4c582aafa9e0129b914fee1267653faaea2a11410a5b64	b4710c36b258776cbc1b4967c21d662b5cf500f42df75b9b53fdb0012f0a2eac
posts/huang-xueqin-wang-jianbing.html	039baf9840d69e7f86bf16bba6b9450f2e7da7eb9d2e7d7541049179b95a8ebb	eb2a1a16bd790fc84c8a0efc539f1e691c3ca812fc8a8ca9d432d4c438d424c9
posts/jiang-tianyong.html	1ccf5a2568dfdc996b29ec0dc197f3b1a26ca328754ac03748541e5d4c74b340	2a38339c5f4c22e696b07a30d639c6803b92c250f974de95b8aef037ed06ee52
posts/land-reform-anti-rightist.html	26b9198e237f867ccf2ee4c2fd1c0cd1e93eeb369837a98233af71b671145c2f	4097067cb1d6930ef44e11955684f4f397262b04021f5798fd140df7f4c943cb
posts/li-wenliang.html	8976d1f6e6c61562ded8beed505abd6383fb82143672d37369c09a465ce3dc9b	d78b776d3979582972adc2985e1fd9b517198179c797e70211c62e8bae2effbe
posts/li-zehua.html	ccca45070268e484698df059cfb127febaf6f39338941ba33b32d619097460bf	43dc0fd6ed33cdd6ca640e0f6ab06e2086e7295f63039e0b34fc57b32a3b8dc2
posts/liu-xia.html	ac33f516ac7bad24c973253d688dcb0f5ecb6284517e145b627218810672916b	73cb1c31e29f99621e34136045a737e685e7f41ff4bdcd1997726c80ce836ef1
posts/ningbo-xiaoluoxi-medical-case.html	7f49df1225cefe90b14bcbb28a209bb2abb85b18abdc5ab70b35dc09ed5a5a1e	97aedf89aad098282876ca1f2eac94e8b2a31149cf939f66ebe576e45b56b328
posts/niu-tengyu.html	29f14826ed8da015aeff2f386754149f665a021d3f0c9f836e329ce2a05ab76b	d534e20cb25848c67626dcc82fb316b28ffd985e268a6e414a36e62534ec038e
posts/peng-zaizhou.html	2a8fe9472232bc572983bcf1ba4fd92f9960e27f485d56c17f7f6738bd980098	c78182b9327c36a2ef4d92d491084e7123b3e565f12280357913ff4064b2ac45
posts/press-freedom-2026.html	ce668036ed874702fa3f5779a1da1c220b249fdabc6e3f9896f9ca23f49df495	56d4755eaedb17fd8f8713a834e9d28989d0139d457b163c8b4d15b588c96450
posts/pucheng-student-death-protest.html	a5c8cfd873038c482b522f97c599a75442cc8b863539e94fcc673b724dd1423a	c4e17115371481ee9d0802224888e22dfd69dc41687d0a576ac3d77da57a0f7b
posts/shanghai-lockdown.html	acaa560ce10a021e2c834367566967c91132ba9cdb71bcbeca66abda61b58ea0	aea848de6670653e2dafee96536e74cce2ea5f3cc6237d6bcfa829933f1a7239
posts/terminus2049-chen-mei-cai-wei.html	d41ba588761ebcc839674ddb29d0cb7fcac928a790df1a1bffc7b0e8f2db16c9	45a569904414effeba9190513ffbc9955147121db1fb118c764dbc2f0198deea
posts/transnational-repression-2026.html	89863ad1fafe5114410dce0cc672a5e8c3c11cd1a7aae6d4ff3049980feaa6cd	1fa252aa4bcfbb6ce18afd8e2a3eaecb255821d7114cf5c90a69e094e6935cfc
posts/transnational-repression.html	d6cc573239d76f0478648670032f0186ec722680ec6db647bef43cd8c2586ec3	b81f507efc59c94c338fe99817a2651ef8ea00a00c4ad47452ada590b22d9f8a
posts/wang-bingzhang.html	c82907ce8326c37abd115c8937b595f5173b726efa34491dd2f896b680159ffc	066672e1db5ddf929a648416eb8b59b952654b84f6ba5d3a6f66fc2249bc79ce
posts/wang-quanzhang.html	6469a1f548d3b1d06f521e7541c70caff9838a1701e5fd38b904279adf69fd79	72fdb91b28a70dc87b1b0f3aea9db5c985ffd5a2d151177ac52b005d3d186524
posts/white-paper.html	1c1f3a8797ddea4bce98800108c22d81cffd46eae51cea65b53b054fdb5da9fd	d5957a22c142beaa7f7b4b844ad104e58b2e8ccbaf232a09973a3ee2dd9cd586
posts/wuhan-pensioner-protests.html	e5b9d194e0a67cf4f599cac1bfb32e920cfd024e061e49fd5f5cfc17ab345b02	a795eac40061d60a4144d4246a0f4216d90b7c65b9316d6e1bd4a55d30fa882c
posts/xinjiang-camps.html	e6e6e346820b2f3964e1b61d7a0d9d7afda06d7ced6b148e21b6b29068c5a48c	bb81c66afff81a7cfebeeb66f336a17c5db8a6f7331dd80d179c39c22d4adacc
posts/xinjiang-tibet-forced-labour-2026.html	ee6398f1148784d8cbb8649f8a373e2a88b917b655674a1af13011d4ae275aca	d5e19ea4242292e86fbc5f416fbedff848b49628ec3c9de70028592cf633a2d3
posts/zhang-zhan.html	6378bf3638d7ce3a23ab85e2fec6b2fb3ff23c680e219b439b92d4aa7c628a81	b313c4a5c17a48a20dac3591b5dd831f72eabce3da9c92fe083337b2d96bc234
posts/zhengzhou-foxconn-worker-protests.html	fae20c2af9b299f5342d5d011f718abd035a544f690d9105a5eeb2a95783104e	b18426c200f8341d1e834fd703c237877706438ed05853cccc936a70fbd8468f
