batch_tag	card_index	slug	scope	field	before_value	after_value	changed	integrity_result
reread:batch10	1	china-human-rights-cases-supplement-2026	non-target	excerpt_fr	Ce supplément organise le matériel accessible au public jusqu’en 2026 par personne et catégorie de cas ; cela ne fait pas courir le même risque aux avocats, aux manifestants de rue, aux documentaires, aux groupes religieux et minoritaires ou aux personnes venues de l’étranger.	Ce supplément organise le matériel accessible au public jusqu’en 2026 par personne et catégorie de cas ; cela ne fait pas courir le même risque aux avocats, aux manifestants de rue, aux documentaires, aux groupes religieux et minoritaires ou aux personnes venues de l’étranger.	NO	PASS_UNCHANGED
reread:batch10	1	china-human-rights-cases-supplement-2026	non-target	excerpt_no	Dette tillegget organiserer offentlig tilgjengelig materiale gjennom 2026 etter person og sakskategori; den kollapser ikke advokater, gatedemonstranter, dokumentarer, religiøse og minoritetsgrupper eller folk fra utlandet i samme risiko.	Dette tillegget organiserer offentlig tilgjengelig materiale gjennom 2026 etter person og sakskategori; den kollapser ikke advokater, gatedemonstranter, dokumentarer, religiøse og minoritetsgrupper eller folk fra utlandet i samme risiko.	NO	PASS_UNCHANGED
reread:batch10	1	china-human-rights-cases-supplement-2026	non-target	excerpt_nl	In dit supplement wordt het openbaar beschikbare materiaal tot en met 2026 geordend per persoon en casuscategorie; het zorgt er niet voor dat advocaten, straatdemonstranten, documentaires, religieuze groepen en minderheidsgroepen, of mensen uit het buitenland in hetzelfde risico terechtkomen.	In dit supplement wordt het openbaar beschikbare materiaal tot en met 2026 geordend per persoon en casuscategorie; het zorgt er niet voor dat advocaten, straatdemonstranten, documentaires, religieuze groepen en minderheidsgroepen, of mensen uit het buitenland in hetzelfde risico terechtkomen.	NO	PASS_UNCHANGED
reread:batch10	1	china-human-rights-cases-supplement-2026	non-target	excerpt_it	Questo supplemento organizza il materiale disponibile al pubblico fino al 2026 per persona e categoria di caso; non fa precipitare nello stesso rischio avvocati, manifestanti di strada, documentaristi, gruppi religiosi e minoritari o persone provenienti dall’estero.	Questo supplemento organizza il materiale disponibile al pubblico fino al 2026 per persona e categoria di caso; non fa precipitare nello stesso rischio avvocati, manifestanti di strada, documentaristi, gruppi religiosi e minoritari o persone provenienti dall’estero.	NO	PASS_UNCHANGED
reread:batch10	1	china-human-rights-cases-supplement-2026	non-target	date	2026-07-02	2026-07-02	NO	PASS_UNCHANGED
reread:batch10	1	china-human-rights-cases-supplement-2026	non-target	url	posts/china-human-rights-cases-supplement-2026.html	posts/china-human-rights-cases-supplement-2026.html	NO	PASS_UNCHANGED
reread:batch10	2	2026-report	non-target	slug	2026-report	2026-report	NO	PASS_UNCHANGED
reread:batch10	2	2026-report	non-target	title_zh	2025–2026中國人權狀況更新：壓制常態化與跨境延伸	2025–2026中國人權狀況更新：壓制常態化與跨境延伸	NO	PASS_UNCHANGED
reread:batch10	2	2026-report	non-target	title_en	2025–2026 China Human Rights Update: Normalized Repression and Overseas Reach	2025–2026 China Human Rights Update: Normalized Repression and Overseas Reach	NO	PASS_UNCHANGED
reread:batch10	2	2026-report	non-target	title_ja	2025–2026年中国人権更新：常態化する抑圧と海外への拡大	2025–2026年中国人権更新：常態化する抑圧と海外への拡大	NO	PASS_UNCHANGED
reread:batch10	2	2026-report	non-target	title_ko	2025–2026 중국 인권 업데이트: 일상화된 탄압과 해외 확장	2025–2026 중국 인권 업데이트: 일상화된 탄압과 해외 확장	NO	PASS_UNCHANGED
reread:batch10	2	2026-report	non-target	title_es	Actualización 2025–2026 sobre derechos humanos en China	Actualización 2025–2026 sobre derechos humanos en China	NO	PASS_UNCHANGED
reread:batch10	2	2026-report	non-target	title_de	China-Menschenrechtsupdate 2025–2026	China-Menschenrechtsupdate 2025–2026	NO	PASS_UNCHANGED
reread:batch10	2	2026-report	non-target	title_fr	Mise à jour 2025–2026 sur les droits humains en Chine	Mise à jour 2025–2026 sur les droits humains en Chine	NO	PASS_UNCHANGED
reread:batch10	2	2026-report	non-target	title_no	Menneskerettighetsoppdatering om Kina 2025–2026	Menneskerettighetsoppdatering om Kina 2025–2026	NO	PASS_UNCHANGED
reread:batch10	2	2026-report	non-target	title_nl	Mensenrechtenupdate China 2025–2026	Mensenrechtenupdate China 2025–2026	NO	PASS_UNCHANGED
reread:batch10	2	2026-report	non-target	title_it	Aggiornamento 2025–2026 sui diritti umani in Cina	Aggiornamento 2025–2026 sui diritti umani in Cina	NO	PASS_UNCHANGED
reread:batch10	2	2026-report	non-target	excerpt_zh	2025年可見異議增至5,343宗，中國仍以警務、國安、網信與法院體系回應勞工、新聞、族群及香港訴求；刪帖、拘押與跨境家庭壓力使原始傷害延伸為缺乏獨立救濟的第二重風險。	2025年可見異議增至5,343宗，中國仍以警務、國安、網信與法院體系回應勞工、新聞、族群及香港訴求；刪帖、拘押與跨境家庭壓力使原始傷害延伸為缺乏獨立救濟的第二重風險。	NO	PASS_UNCHANGED
reread:batch10	2	2026-report	non-target	excerpt_en	Visible dissent rose to 5,343 events in 2025 as police, security, cyberspace, and court systems answered labor, media, ethnic, and Hong Kong claims; deletion, detention, and pressure on overseas families turned initial harms into a second risk without independent remedy.	Visible dissent rose to 5,343 events in 2025 as police, security, cyberspace, and court systems answered labor, media, ethnic, and Hong Kong claims; deletion, detention, and pressure on overseas families turned initial harms into a second risk without independent remedy.	NO	PASS_UNCHANGED
reread:batch10	2	2026-report	non-target	excerpt_ja	2025年の可視化された異議は5,343件に増え、警察・国安・ネット規制・裁判制度が労働、報道、民族、香港の訴えに対応した。削除、拘禁、海外家族への圧力は、独立した救済のない第二の被害を生んだ。	2025年の可視化された異議は5,343件に増え、警察・国安・ネット規制・裁判制度が労働、報道、民族、香港の訴えに対応した。削除、拘禁、海外家族への圧力は、独立した救済のない第二の被害を生んだ。	NO	PASS_UNCHANGED
reread:batch10	2	2026-report	non-target	excerpt_ko	2025년 가시적 이견은 5,343건으로 늘었고 경찰·국가안보·인터넷 규제·법원이 노동·언론·민족·홍콩의 요구에 대응했다. 삭제, 구금과 해외 가족 압력은 독립 구제 없는 제2의 피해를 만들었다.	2025년 가시적 이견은 5,343건으로 늘었고 경찰·국가안보·인터넷 규제·법원이 노동·언론·민족·홍콩의 요구에 대응했다. 삭제, 구금과 해외 가족 압력은 독립 구제 없는 제2의 피해를 만들었다.	NO	PASS_UNCHANGED
reread:batch10	2	2026-report	non-target	excerpt_es	El disenso visible subió a 5.343 hechos en 2025 mientras policía, seguridad, regulación digital y tribunales respondían a reclamos laborales, periodísticos, étnicos y de Hong Kong; borrado, detención y presión familiar transnacional añadieron un segundo daño sin recurso independiente.	El disenso visible subió a 5.343 hechos en 2025 mientras policía, seguridad, regulación digital y tribunales respondían a reclamos laborales, periodísticos, étnicos y de Hong Kong; borrado, detención y presión familiar transnacional añadieron un segundo daño sin recurso independiente.	NO	PASS_UNCHANGED
reread:batch10	2	2026-report	non-target	excerpt_de	2025 stieg sichtbarer Dissens auf 5.343 Ereignisse, während Polizei, Sicherheits-, Netz- und Justizsystem auf Arbeits-, Medien-, Minderheiten- und Hongkong-Forderungen reagierten; Löschung, Haft und Druck auf Auslandsfamilien schufen einen zweiten Schaden ohne unabhängige Abhilfe.	2025 stieg sichtbarer Dissens auf 5.343 Ereignisse, während Polizei, Sicherheits-, Netz- und Justizsystem auf Arbeits-, Medien-, Minderheiten- und Hongkong-Forderungen reagierten; Löschung, Haft und Druck auf Auslandsfamilien schufen einen zweiten Schaden ohne unabhängige Abhilfe.	NO	PASS_UNCHANGED
reread:batch10	2	2026-report	non-target	excerpt_fr	La dissidence visible a atteint 5 343 événements en 2025 tandis que police, sécurité, régulation numérique et tribunaux répondaient aux revendications sociales, médiatiques, ethniques et hongkongaises ; suppressions, détentions et pression familiale transnationale ont ajouté un second préjudice sans recours indépendant.	La dissidence visible a atteint 5 343 événements en 2025 tandis que police, sécurité, régulation numérique et tribunaux répondaient aux revendications sociales, médiatiques, ethniques et hongkongaises ; suppressions, détentions et pression familiale transnationale ont ajouté un second préjudice sans recours indépendant.	NO	PASS_UNCHANGED
reread:batch10	2	2026-report	non-target	excerpt_no	Synlig dissens steg til 5 343 hendelser i 2025 mens politi, sikkerhets-, nett- og domstolssystem svarte på krav om arbeid, medier, minoriteter og Hongkong; sletting, fengsling og press mot familier i utlandet skapte en ny skade uten uavhengig rettsmiddel.	Synlig dissens steg til 5 343 hendelser i 2025 mens politi, sikkerhets-, nett- og domstolssystem svarte på krav om arbeid, medier, minoriteter og Hongkong; sletting, fengsling og press mot familier i utlandet skapte en ny skade uten uavhengig rettsmiddel.	NO	PASS_UNCHANGED
reread:batch10	2	2026-report	non-target	excerpt_nl	Zichtbaar protest steeg in 2025 tot 5.343 gebeurtenissen terwijl politie, veiligheids-, internet- en rechtssystemen reageerden op arbeid, media, minderheden en Hongkong; verwijdering, detentie en druk op families in het buitenland veroorzaakten aanvullende schade zonder onafhankelijk rechtsmiddel.	Zichtbaar protest steeg in 2025 tot 5.343 gebeurtenissen terwijl politie, veiligheids-, internet- en rechtssystemen reageerden op arbeid, media, minderheden en Hongkong; verwijdering, detentie en druk op families in het buitenland veroorzaakten aanvullende schade zonder onafhankelijk rechtsmiddel.	NO	PASS_UNCHANGED
reread:batch10	2	2026-report	non-target	excerpt_it	Il dissenso visibile è salito a 5.343 eventi nel 2025, mentre polizia, sicurezza, regolazione digitale e tribunali rispondevano a rivendicazioni su lavoro, media, minoranze e Hong Kong; rimozioni, detenzione e pressioni sulle famiglie all’estero hanno aggiunto un secondo danno senza rimedio indipendente.	Il dissenso visibile è salito a 5.343 eventi nel 2025, mentre polizia, sicurezza, regolazione digitale e tribunali rispondevano a rivendicazioni su lavoro, media, minoranze e Hong Kong; rimozioni, detenzione e pressioni sulle famiglie all’estero hanno aggiunto un secondo danno senza rimedio indipendente.	NO	PASS_UNCHANGED
reread:batch10	2	2026-report	non-target	date	2026-07-14	2026-07-14	NO	PASS_UNCHANGED
reread:batch10	2	2026-report	non-target	url	posts/2026-report.html	posts/2026-report.html	NO	PASS_UNCHANGED
reread:batch10	3	china-dissent-monitor-2025	non-target	slug	china-dissent-monitor-2025	china-dissent-monitor-2025	NO	PASS_UNCHANGED
reread:batch10	3	china-dissent-monitor-2025	non-target	title_zh	2025中國社會抗議觀察：工人、業主與農村居民	2025中國社會抗議觀察：工人、業主與農村居民	NO	PASS_UNCHANGED
reread:batch10	3	china-dissent-monitor-2025	non-target	title_en	China Dissent in 2025: Workers, Homeowners, and Rural Residents	China Dissent in 2025: Workers, Homeowners, and Rural Residents	NO	PASS_UNCHANGED
reread:batch10	3	china-dissent-monitor-2025	non-target	title_ja	2025年中国の抗議：労働者、住宅所有者、農村住民	2025年中国の抗議：労働者、住宅所有者、農村住民	NO	PASS_UNCHANGED
reread:batch10	3	china-dissent-monitor-2025	non-target	title_ko	2025년 중국의 항의: 노동자, 주택 소유자, 농촌 주민	2025년 중국의 항의: 노동자, 주택 소유자, 농촌 주민	NO	PASS_UNCHANGED
reread:batch10	3	china-dissent-monitor-2025	non-target	title_es	Disenso en China en 2025: trabajadores, propietarios y residentes rurales	Disenso en China en 2025: trabajadores, propietarios y residentes rurales	NO	PASS_UNCHANGED
reread:batch10	3	china-dissent-monitor-2025	non-target	title_de	Widerspruch in China 2025: Arbeiter, Wohnungseigentümer und Landbewohner	Widerspruch in China 2025: Arbeiter, Wohnungseigentümer und Landbewohner	NO	PASS_UNCHANGED
reread:batch10	3	china-dissent-monitor-2025	non-target	title_fr	Dissidence en Chine en 2025 : travailleurs, propriétaires et ruraux	Dissidence en Chine en 2025 : travailleurs, propriétaires et ruraux	NO	PASS_UNCHANGED
reread:batch10	3	china-dissent-monitor-2025	non-target	title_no	Protester i Kina 2025: arbeidere, boligeiere og bygdefolk	Protester i Kina 2025: arbeidere, boligeiere og bygdefolk	NO	PASS_UNCHANGED
reread:batch10	3	china-dissent-monitor-2025	non-target	title_nl	Protest in China 2025: arbeiders, huiseigenaren en plattelandsbewoners	Protest in China 2025: arbeiders, huiseigenaren en plattelandsbewoners	NO	PASS_UNCHANGED
reread:batch10	3	china-dissent-monitor-2025	non-target	title_it	Dissenso in Cina nel 2025: lavoratori, proprietari e residenti rurali	Dissenso in Cina nel 2025: lavoratori, proprietari e residenti rurali	NO	PASS_UNCHANGED
reread:batch10	3	china-dissent-monitor-2025	non-target	excerpt_zh	監測記錄2025年5,343宗可見異議及2,970則抖音抗議帖文中約三分之二被刪；欠薪、住房與土地受害者面對地方警務和平臺控制，原始申訴因缺乏公開去向、調查與救濟而再受傷害。	監測記錄2025年5,343宗可見異議及2,970則抖音抗議帖文中約三分之二被刪；欠薪、住房與土地受害者面對地方警務和平臺控制，原始申訴因缺乏公開去向、調查與救濟而再受傷害。	NO	PASS_UNCHANGED
reread:batch10	3	china-dissent-monitor-2025	non-target	excerpt_en	The monitor logged 5,343 visible dissent events in 2025 and found about two thirds of a 2,970-post Douyin sample deleted; people harmed over wages, housing, and land then faced local policing and platform control without public outcomes, investigation, or remedy.	The monitor logged 5,343 visible dissent events in 2025 and found about two thirds of a 2,970-post Douyin sample deleted; people harmed over wages, housing, and land then faced local policing and platform control without public outcomes, investigation, or remedy.	NO	PASS_UNCHANGED
reread:batch10	3	china-dissent-monitor-2025	non-target	excerpt_ja	China Dissent Monitorは2025年に5,343件の可視化された異議を記録し、抖音2,970投稿の標本の約3分の2が削除されたと報告した。賃金、住宅、土地をめぐる被害者は地方警務とプラットフォーム統制に直面し、処分の行方、調査、救済は公開されていない。	China Dissent Monitorは2025年に5,343件の可視化された異議を記録し、抖音2,970投稿の標本の約3分の2が削除されたと報告した。賃金、住宅、土地をめぐる被害者は地方警務とプラットフォーム統制に直面し、処分の行方、調査、救済は公開されていない。	NO	PASS_UNCHANGED
reread:batch10	3	china-dissent-monitor-2025	non-target	excerpt_ko	China Dissent Monitor는 2025년 가시적 이견 5,343건을 기록했고 더우인 게시물 2,970개 표본 중 약 3분의 2가 삭제됐다고 밝혔다. 임금·주택·토지 피해자는 지방 경찰과 플랫폼 통제에 직면했지만 조치 결과, 조사와 구제는 공개되지 않았다.	China Dissent Monitor는 2025년 가시적 이견 5,343건을 기록했고 더우인 게시물 2,970개 표본 중 약 3분의 2가 삭제됐다고 밝혔다. 임금·주택·토지 피해자는 지방 경찰과 플랫폼 통제에 직면했지만 조치 결과, 조사와 구제는 공개되지 않았다.	NO	PASS_UNCHANGED
reread:batch10	3	china-dissent-monitor-2025	non-target	excerpt_es	El monitor registró 5.343 protestas visibles en 2025 y la eliminación de cerca de dos tercios de 2.970 publicaciones de Douyin; personas afectadas por salarios, vivienda y tierra afrontaron policía local y control de plataformas sin resultados, investigación ni reparación públicos.	El monitor registró 5.343 protestas visibles en 2025 y la eliminación de cerca de dos tercios de 2.970 publicaciones de Douyin; personas afectadas por salarios, vivienda y tierra afrontaron policía local y control de plataformas sin resultados, investigación ni reparación públicos.	NO	PASS_UNCHANGED
reread:batch10	3	china-dissent-monitor-2025	non-target	excerpt_de	Der Monitor erfasste 2025 5.343 sichtbare Protestereignisse und die Löschung von rund zwei Dritteln aus 2.970 Douyin-Beiträgen; Betroffene von Lohn-, Wohnungs- und Landkonflikten trafen auf lokale Polizei und Plattformkontrolle ohne öffentliche Ergebnisse, Untersuchung oder Abhilfe.	Der Monitor erfasste 2025 5.343 sichtbare Protestereignisse und die Löschung von rund zwei Dritteln aus 2.970 Douyin-Beiträgen; Betroffene von Lohn-, Wohnungs- und Landkonflikten trafen auf lokale Polizei und Plattformkontrolle ohne öffentliche Ergebnisse, Untersuchung oder Abhilfe.	NO	PASS_UNCHANGED
reread:batch10	3	china-dissent-monitor-2025	non-target	excerpt_fr	Le suivi a recensé 5 343 actes visibles de dissidence en 2025 et la suppression d’environ deux tiers de 2 970 publications Douyin ; les victimes de litiges salariaux, immobiliers et fonciers ont affronté police locale et contrôle numérique sans résultat, enquête ni réparation publics.	Le suivi a recensé 5 343 actes visibles de dissidence en 2025 et la suppression d’environ deux tiers de 2 970 publications Douyin ; les victimes de litiges salariaux, immobiliers et fonciers ont affronté police locale et contrôle numérique sans résultat, enquête ni réparation publics.	NO	PASS_UNCHANGED
reread:batch10	3	china-dissent-monitor-2025	non-target	excerpt_no	Monitoren registrerte 5 343 synlige protesthendelser i 2025 og sletting av rundt to tredeler av 2 970 Douyin-innlegg; mennesker rammet av lønns-, bolig- og jordtvister møtte lokalt politi og plattformkontroll uten offentlige resultater, etterforskning eller oppreisning.	Monitoren registrerte 5 343 synlige protesthendelser i 2025 og sletting av rundt to tredeler av 2 970 Douyin-innlegg; mennesker rammet av lønns-, bolig- og jordtvister møtte lokalt politi og plattformkontroll uten offentlige resultater, etterforskning eller oppreisning.	NO	PASS_UNCHANGED
reread:batch10	3	china-dissent-monitor-2025	non-target	excerpt_nl	De monitor registreerde in 2025 5.343 zichtbare protestgebeurtenissen en verwijdering van circa twee derde van 2.970 Douyin-berichten; slachtoffers van loon-, woning- en landconflicten kregen lokale politie en platformcontrole zonder openbare uitkomst, onderzoek of herstel.	De monitor registreerde in 2025 5.343 zichtbare protestgebeurtenissen en verwijdering van circa twee derde van 2.970 Douyin-berichten; slachtoffers van loon-, woning- en landconflicten kregen lokale politie en platformcontrole zonder openbare uitkomst, onderzoek of herstel.	NO	PASS_UNCHANGED
reread:batch10	3	china-dissent-monitor-2025	non-target	excerpt_it	Il monitor ha registrato 5.343 episodi visibili di dissenso nel 2025 e la rimozione di circa due terzi di 2.970 post Douyin; persone colpite da vertenze salariali, abitative e fondiarie hanno incontrato polizia locale e controllo delle piattaforme senza esiti, indagini o rimedi pubblici.	Il monitor ha registrato 5.343 episodi visibili di dissenso nel 2025 e la rimozione di circa due terzi di 2.970 post Douyin; persone colpite da vertenze salariali, abitative e fondiarie hanno incontrato polizia locale e controllo delle piattaforme senza esiti, indagini o rimedi pubblici.	NO	PASS_UNCHANGED
reread:batch10	3	china-dissent-monitor-2025	non-target	date	2026-07-14	2026-07-14	NO	PASS_UNCHANGED
reread:batch10	3	china-dissent-monitor-2025	non-target	url	posts/china-dissent-monitor-2025.html	posts/china-dissent-monitor-2025.html	NO	PASS_UNCHANGED
reread:batch10	4	press-freedom-2026	non-target	slug	press-freedom-2026	press-freedom-2026	NO	PASS_UNCHANGED
reread:batch10	4	press-freedom-2026	non-target	title_zh	新聞自由專題：中國與香港的記者、媒體與資訊封鎖	新聞自由專題：中國與香港的記者、媒體與資訊封鎖	NO	PASS_UNCHANGED
reread:batch10	4	press-freedom-2026	non-target	title_en	Press Freedom: Journalists, Media, and Information Control in China and Hong Kong	Press Freedom: Journalists, Media, and Information Control in China and Hong Kong	NO	PASS_UNCHANGED
reread:batch10	4	press-freedom-2026	non-target	title_ja	報道の自由：中国・香港の記者、メディア、情報統制	報道の自由：中国・香港の記者、メディア、情報統制	NO	PASS_UNCHANGED
reread:batch10	4	press-freedom-2026	non-target	title_ko	언론 자유: 중국과 홍콩의 기자, 미디어, 정보 통제	언론 자유: 중국과 홍콩의 기자, 미디어, 정보 통제	NO	PASS_UNCHANGED
reread:batch10	4	press-freedom-2026	non-target	title_es	Libertad de prensa en China y Hong Kong	Libertad de prensa en China y Hong Kong	NO	PASS_UNCHANGED
reread:batch10	4	press-freedom-2026	non-target	title_de	Pressefreiheit in China und Hongkong	Pressefreiheit in China und Hongkong	NO	PASS_UNCHANGED
reread:batch10	4	press-freedom-2026	non-target	title_fr	Liberté de la presse en Chine et à Hong Kong	Liberté de la presse en Chine et à Hong Kong	NO	PASS_UNCHANGED
reread:batch10	4	press-freedom-2026	non-target	title_no	Pressefrihet i Kina og Hongkong	Pressefrihet i Kina og Hongkong	NO	PASS_UNCHANGED
reread:batch10	4	press-freedom-2026	non-target	title_nl	Persvrijheid in China en Hongkong	Persvrijheid in China en Hongkong	NO	PASS_UNCHANGED
reread:batch10	4	press-freedom-2026	non-target	title_it	Libertà di stampa in Cina e Hong Kong	Libertà di stampa in Cina e Hong Kong	NO	PASS_UNCHANGED
reread:batch10	4	press-freedom-2026	non-target	excerpt_zh	整理RSF與CPJ對中國新聞自由、記者拘押與香港媒體環境的最新公開數據。	整理RSF與CPJ對中國新聞自由、記者拘押與香港媒體環境的最新公開數據。	NO	PASS_UNCHANGED
reread:batch10	4	press-freedom-2026	non-target	excerpt_en	A summary of RSF and CPJ data on press freedom, journalist imprisonment, and Hong Kong’s media environment.	A summary of RSF and CPJ data on press freedom, journalist imprisonment, and Hong Kong’s media environment.	NO	PASS_UNCHANGED
reread:batch10	4	press-freedom-2026	non-target	excerpt_ja	RSFとCPJの公開データに基づく報道の自由の要約。	RSFとCPJの公開データに基づく報道の自由の要約。	NO	PASS_UNCHANGED
reread:batch10	4	press-freedom-2026	non-target	excerpt_ko	RSF와 CPJ 자료에 기반한 언론 자유 요약.	RSF와 CPJ 자료에 기반한 언론 자유 요약.	NO	PASS_UNCHANGED
reread:batch10	4	press-freedom-2026	non-target	excerpt_es	Resumen basado en datos de RSF y CPJ.	Resumen basado en datos de RSF y CPJ.	NO	PASS_UNCHANGED
reread:batch10	4	press-freedom-2026	non-target	excerpt_de	Zusammenfassung auf Basis von RSF- und CPJ-Daten.	Zusammenfassung auf Basis von RSF- und CPJ-Daten.	NO	PASS_UNCHANGED
reread:batch10	4	press-freedom-2026	non-target	excerpt_fr	Synthèse basée sur les données de RSF et CPJ.	Synthèse basée sur les données de RSF et CPJ.	NO	PASS_UNCHANGED
reread:batch10	4	press-freedom-2026	non-target	excerpt_no	Sammendrag basert på RSF- og CPJ-data.	Sammendrag basert på RSF- og CPJ-data.	NO	PASS_UNCHANGED
reread:batch10	4	press-freedom-2026	non-target	excerpt_nl	Samenvatting op basis van RSF- en CPJ-data.	Samenvatting op basis van RSF- en CPJ-data.	NO	PASS_UNCHANGED
reread:batch10	4	press-freedom-2026	non-target	excerpt_it	Sintesi basata su dati RSF e CPJ.	Sintesi basata su dati RSF e CPJ.	NO	PASS_UNCHANGED
reread:batch10	4	press-freedom-2026	non-target	date	2026-07-02	2026-07-02	NO	PASS_UNCHANGED
reread:batch10	4	press-freedom-2026	non-target	url	posts/press-freedom-2026.html	posts/press-freedom-2026.html	NO	PASS_UNCHANGED
