batch_tag	page	url	viewport	lang	unit_id	visible_language_bodies	h1_text	critical_case_matches_first_sentence	section_order	timeline_nodes	source_ids	overflow_px	header_occlusion_px	long_source_title_overflow	mobile_menu	escape_focus_restore	reload_method	persisted_lang	console_errors	card_fields_checked	result	checked_at	note
batch12-browser	guiyang-quarantine-bus-crash	http://127.0.0.1:8765/posts/guiyang-quarantine-bus-crash.html	1280x900	es	guiyang-quarantine-bus-crash|es|1280x900	es	Accidente del autobús de traslado a cuarentena en Guiyang: d	yes	overview>timeline>evidence>state-machinery>rights-analysis>protection>sources	6	gqb-s1,gqb-s2,gqb-s3,gqb-s4	0	0	0	n/a:desktop	n/a:desktop	same_origin_iframe	OK	0	n/a	PASS	2026-07-25	-
batch12-browser	guiyang-quarantine-bus-crash	http://127.0.0.1:8765/posts/guiyang-quarantine-bus-crash.html	1280x900	de	guiyang-quarantine-bus-crash|de|1280x900	de	Busunglück bei einem Quarantänetransport aus Guiyang: Recht 	yes	overview>timeline>evidence>state-machinery>rights-analysis>protection>sources	6	gqb-s1,gqb-s2,gqb-s3,gqb-s4	0	0	0	n/a:desktop	n/a:desktop	same_origin_iframe	OK	0	n/a	PASS	2026-07-25	-
batch12-browser	guiyang-quarantine-bus-crash	http://127.0.0.1:8765/posts/guiyang-quarantine-bus-crash.html	1280x900	fr	guiyang-quarantine-bus-crash|fr|1280x900	fr	Accident du bus de transfert vers la quarantaine à Guiyang :	yes	overview>timeline>evidence>state-machinery>rights-analysis>protection>sources	6	gqb-s1,gqb-s2,gqb-s3,gqb-s4	0	0	0	n/a:desktop	n/a:desktop	same_origin_iframe	OK	0	n/a	PASS	2026-07-25	-
batch12-browser	guiyang-quarantine-bus-crash	http://127.0.0.1:8765/posts/guiyang-quarantine-bus-crash.html	1280x900	no	guiyang-quarantine-bus-crash|no|1280x900	no	Bussulykken under karantenetransporten fra Guiyang: retten t	yes	overview>timeline>evidence>state-machinery>rights-analysis>protection>sources	6	gqb-s1,gqb-s2,gqb-s3,gqb-s4	0	0	0	n/a:desktop	n/a:desktop	same_origin_iframe	OK	0	n/a	PASS	2026-07-25	-
batch12-browser	guiyang-quarantine-bus-crash	http://127.0.0.1:8765/posts/guiyang-quarantine-bus-crash.html	1280x900	nl	guiyang-quarantine-bus-crash|nl|1280x900	nl	Busongeval tijdens quarantainetransport uit Guiyang: recht o	yes	overview>timeline>evidence>state-machinery>rights-analysis>protection>sources	6	gqb-s1,gqb-s2,gqb-s3,gqb-s4	0	0	0	n/a:desktop	n/a:desktop	same_origin_iframe	OK	0	n/a	PASS	2026-07-25	-
batch12-browser	guiyang-quarantine-bus-crash	http://127.0.0.1:8765/posts/guiyang-quarantine-bus-crash.html	1280x900	it	guiyang-quarantine-bus-crash|it|1280x900	it	Incidente dell’autobus per il trasferimento in quarantena da	yes	overview>timeline>evidence>state-machinery>rights-analysis>protection>sources	6	gqb-s1,gqb-s2,gqb-s3,gqb-s4	0	0	0	n/a:desktop	n/a:desktop	same_origin_iframe	OK	0	n/a	PASS	2026-07-25	-
batch12-browser	henan-bank-depositor-protests	http://127.0.0.1:8765/posts/henan-bank-depositor-protests.html	1280x900	zh	henan-bank-depositor-protests|zh|1280x900	zh	河南村鎮銀行儲戶抗議與健康碼濫用爭議	yes	overview>timeline>evidence>state-machinery>rights-analysis>protection>sources	6	hbd-s1,hbd-s2,hbd-s3,hbd-s4	0	0	0	n/a	n/a	real_navigation	zh	0	n/a	PASS	2026-07-25	-
batch12-browser	henan-bank-depositor-protests	http://127.0.0.1:8765/posts/henan-bank-depositor-protests.html	1280x900	en	henan-bank-depositor-protests|en|1280x900	en	Henan Rural-Bank Depositor Protests and Misuse of COVID Heal	yes	overview>timeline>evidence>state-machinery>rights-analysis>protection>sources	6	hbd-s1,hbd-s2,hbd-s3,hbd-s4	0	0	0	n/a	n/a	same_origin_iframe	en	0	n/a	PASS	2026-07-25	-
batch12-browser	henan-bank-depositor-protests	http://127.0.0.1:8765/posts/henan-bank-depositor-protests.html	1280x900	ja	henan-bank-depositor-protests|ja|1280x900	ja	河南省の村鎮銀行預金者による抗議と健康コード濫用	yes	overview>timeline>evidence>state-machinery>rights-analysis>protection>sources	6	hbd-s1,hbd-s2,hbd-s3,hbd-s4	0	0	0	n/a	n/a	same_origin_iframe	ja	0	n/a	PASS	2026-07-25	-
batch12-browser	henan-bank-depositor-protests	http://127.0.0.1:8765/posts/henan-bank-depositor-protests.html	1280x900	ko	henan-bank-depositor-protests|ko|1280x900	ko	허난성 농촌은행 예금주 시위와 코로나 건강코드 악용	yes	overview>timeline>evidence>state-machinery>rights-analysis>protection>sources	6	hbd-s1,hbd-s2,hbd-s3,hbd-s4	0	0	0	n/a	n/a	same_origin_iframe	ko	0	n/a	PASS	2026-07-25	-
batch12-browser	henan-bank-depositor-protests	http://127.0.0.1:8765/posts/henan-bank-depositor-protests.html	1280x900	es	henan-bank-depositor-protests|es|1280x900	es	Protestas de depositantes de bancos rurales en Henan y abuso	yes	overview>timeline>evidence>state-machinery>rights-analysis>protection>sources	6	hbd-s1,hbd-s2,hbd-s3,hbd-s4	0	0	0	n/a	n/a	same_origin_iframe	es	0	n/a	PASS	2026-07-25	-
batch12-browser	henan-bank-depositor-protests	http://127.0.0.1:8765/posts/henan-bank-depositor-protests.html	1280x900	de	henan-bank-depositor-protests|de|1280x900	de	Proteste von Einlegern ländlicher Banken in Henan und Missbr	yes	overview>timeline>evidence>state-machinery>rights-analysis>protection>sources	6	hbd-s1,hbd-s2,hbd-s3,hbd-s4	0	0	0	n/a	n/a	same_origin_iframe	de	0	n/a	PASS	2026-07-25	-
batch12-browser	henan-bank-depositor-protests	http://127.0.0.1:8765/posts/henan-bank-depositor-protests.html	1280x900	fr	henan-bank-depositor-protests|fr|1280x900	fr	Manifestations de déposants de banques rurales au Henan et d	yes	overview>timeline>evidence>state-machinery>rights-analysis>protection>sources	6	hbd-s1,hbd-s2,hbd-s3,hbd-s4	0	0	0	n/a	n/a	same_origin_iframe	fr	0	n/a	PASS	2026-07-25	-
batch12-browser	henan-bank-depositor-protests	http://127.0.0.1:8765/posts/henan-bank-depositor-protests.html	1280x900	no	henan-bank-depositor-protests|no|1280x900	no	Protester fra bankkunder i Henan og misbruk av covid-helseko	yes	overview>timeline>evidence>state-machinery>rights-analysis>protection>sources	6	hbd-s1,hbd-s2,hbd-s3,hbd-s4	0	0	0	n/a	n/a	same_origin_iframe	no	0	n/a	PASS	2026-07-25	-
batch12-browser	henan-bank-depositor-protests	http://127.0.0.1:8765/posts/henan-bank-depositor-protests.html	1280x900	nl	henan-bank-depositor-protests|nl|1280x900	nl	Protesten van plattelandsbankspaarders in Henan en misbruik 	yes	overview>timeline>evidence>state-machinery>rights-analysis>protection>sources	6	hbd-s1,hbd-s2,hbd-s3,hbd-s4	0	0	0	n/a	n/a	real_navigation	nl	0	n/a	PASS	2026-07-25	-
batch12-browser	henan-bank-depositor-protests	http://127.0.0.1:8765/posts/henan-bank-depositor-protests.html	1280x900	it	henan-bank-depositor-protests|it|1280x900	it	Proteste dei depositanti delle banche rurali nello Henan e a	yes	overview>timeline>evidence>state-machinery>rights-analysis>protection>sources	6	hbd-s1,hbd-s2,hbd-s3,hbd-s4	0	0	0	n/a	n/a	real_navigation	it	0	n/a	PASS	2026-07-25	-
batch12-browser	jiang-tianyong	http://127.0.0.1:8765/posts/jiang-tianyong.html	1280x900	zh	jiang-tianyong|zh|1280x900	zh	江天勇：失聯、秘密羈押與刑滿後限制	yes	overview>timeline>evidence>state-machinery>rights-analysis>protection>unresolved-questions>sources	6	s1,s2,s3,s4	0	0	0	n/a	n/a	real_navigation	zh	0	n/a	PASS	2026-07-25	-
batch12-browser	jiang-tianyong	http://127.0.0.1:8765/posts/jiang-tianyong.html	1280x900	en	jiang-tianyong|en|1280x900	en	Jiang Tianyong: Lost Contact, Secret Detention and Post-Pris	yes	overview>timeline>evidence>state-machinery>rights-analysis>protection>unresolved-questions>sources	6	s1,s2,s3,s4	0	0	0	n/a	n/a	real_navigation	en	0	n/a	PASS	2026-07-25	-
batch12-browser	jiang-tianyong	http://127.0.0.1:8765/posts/jiang-tianyong.html	1280x900	ja	jiang-tianyong|ja|1280x900	ja	蒋天勇氏：連絡不能、極秘拘禁、刑務所後の制限	yes	overview>timeline>evidence>state-machinery>rights-analysis>protection>unresolved-questions>sources	6	s1,s2,s3,s4	0	0	0	n/a	n/a	real_navigation	ja	0	n/a	PASS	2026-07-25	-
batch12-browser	jiang-tianyong	http://127.0.0.1:8765/posts/jiang-tianyong.html	1280x900	ko	jiang-tianyong|ko|1280x900	ko	Jiang Tianyong: 연락 두절, 비밀 구금 및 구금 후 제한	yes	overview>timeline>evidence>state-machinery>rights-analysis>protection>unresolved-questions>sources	6	s1,s2,s3,s4	0	0	0	n/a	n/a	same_origin_iframe	ko	0	n/a	PASS	2026-07-25	-
batch12-browser	jiang-tianyong	http://127.0.0.1:8765/posts/jiang-tianyong.html	1280x900	es	jiang-tianyong|es|1280x900	es	Jiang Tianyong: pérdida de contacto, detención secreta y res	yes	overview>timeline>evidence>state-machinery>rights-analysis>protection>unresolved-questions>sources	6	s1,s2,s3,s4	0	0	0	n/a	n/a	same_origin_iframe	es	0	n/a	PASS	2026-07-25	-
batch12-browser	jiang-tianyong	http://127.0.0.1:8765/posts/jiang-tianyong.html	1280x900	de	jiang-tianyong|de|1280x900	de	Jiang Tianyong: Kontaktverlust, geheime Inhaftierung und Ein	yes	overview>timeline>evidence>state-machinery>rights-analysis>protection>unresolved-questions>sources	6	s1,s2,s3,s4	0	0	0	n/a	n/a	same_origin_iframe	de	0	n/a	PASS	2026-07-25	-
batch12-browser	jiang-tianyong	http://127.0.0.1:8765/posts/jiang-tianyong.html	1280x900	fr	jiang-tianyong|fr|1280x900	fr	Jiang Tianyong : perte de contact, détention secrète et rest	yes	overview>timeline>evidence>state-machinery>rights-analysis>protection>unresolved-questions>sources	6	s1,s2,s3,s4	0	0	0	n/a	n/a	same_origin_iframe	fr	0	n/a	PASS	2026-07-25	-
batch12-browser	jiang-tianyong	http://127.0.0.1:8765/posts/jiang-tianyong.html	1280x900	no	jiang-tianyong|no|1280x900	no	Jiang Tianyong: Tapt kontakt, hemmelig internering og restri	yes	overview>timeline>evidence>state-machinery>rights-analysis>protection>unresolved-questions>sources	6	s1,s2,s3,s4	0	0	0	n/a	n/a	same_origin_iframe	no	0	n/a	PASS	2026-07-25	-
